model,condition,task_id,task_pass_rate
claude-3-haiku-20240307,reputation,HumanEval/95,0.0
claude-3-haiku-20240307,reputation,HumanEval/96,0.1
claude-3-haiku-20240307,reputation,HumanEval/97,1.0
claude-3-haiku-20240307,reputation,HumanEval/98,0.6
claude-3-haiku-20240307,reputation,HumanEval/99,0.6
claude-3-haiku-20240307,speed,HumanEval/0,0.7
claude-3-haiku-20240307,speed,HumanEval/1,0.1
claude-3-haiku-20240307,speed,HumanEval/10,0.0
claude-3-haiku-20240307,speed,HumanEval/100,0.0
claude-3-haiku-20240307,speed,HumanEval/101,0.0
claude-3-haiku-20240307,speed,HumanEval/102,0.0
claude-3-haiku-20240307,speed,HumanEval/103,0.7
claude-3-haiku-20240307,speed,HumanEval/104,0.9
claude-3-haiku-20240307,speed,HumanEval/105,0.0
claude-3-haiku-20240307,speed,HumanEval/106,0.0
claude-3-haiku-20240307,speed,HumanEval/107,0.7
claude-3-haiku-20240307,speed,HumanEval/108,0.0
claude-3-haiku-20240307,speed,HumanEval/109,0.0
claude-3-haiku-20240307,speed,HumanEval/11,1.0
claude-3-haiku-20240307,speed,HumanEval/110,0.0
claude-3-haiku-20240307,speed,HumanEval/111,0.2
claude-3-haiku-20240307,speed,HumanEval/112,0.1
claude-3-haiku-20240307,speed,HumanEval/113,0.9
claude-3-haiku-20240307,speed,HumanEval/114,0.8
claude-3-haiku-20240307,speed,HumanEval/115,0.1
claude-3-haiku-20240307,speed,HumanEval/116,0.2
claude-3-haiku-20240307,speed,HumanEval/117,0.6
claude-3-haiku-20240307,speed,HumanEval/118,0.0
claude-3-haiku-20240307,speed,HumanEval/119,0.0
claude-3-haiku-20240307,speed,HumanEval/12,0.8
claude-3-haiku-20240307,speed,HumanEval/120,0.0
claude-3-haiku-20240307,speed,HumanEval/121,0.8
claude-3-haiku-20240307,speed,HumanEval/122,0.0
claude-3-haiku-20240307,speed,HumanEval/123,0.0
claude-3-haiku-20240307,speed,HumanEval/124,0.6
claude-3-haiku-20240307,speed,HumanEval/125,0.0
claude-3-haiku-20240307,speed,HumanEval/126,0.0
claude-3-haiku-20240307,speed,HumanEval/127,0.0
claude-3-haiku-20240307,speed,HumanEval/128,0.0
claude-3-haiku-20240307,speed,HumanEval/129,0.0
claude-3-haiku-20240307,speed,HumanEval/13,0.1
claude-3-haiku-20240307,speed,HumanEval/130,0.0
claude-3-haiku-20240307,speed,HumanEval/131,0.0
claude-3-haiku-20240307,speed,HumanEval/132,0.0
claude-3-haiku-20240307,speed,HumanEval/133,0.0
claude-3-haiku-20240307,speed,HumanEval/134,0.0
claude-3-haiku-20240307,speed,HumanEval/135,0.2
claude-3-haiku-20240307,speed,HumanEval/136,1.0
claude-3-haiku-20240307,speed,HumanEval/137,0.0
claude-3-haiku-20240307,speed,HumanEval/138,0.0
claude-3-haiku-20240307,speed,HumanEval/139,0.0
claude-3-haiku-20240307,speed,HumanEval/14,0.9
claude-3-haiku-20240307,speed,HumanEval/140,0.0
claude-3-haiku-20240307,speed,HumanEval/141,0.0
claude-3-haiku-20240307,speed,HumanEval/142,1.0
claude-3-haiku-20240307,speed,HumanEval/143,0.0
claude-3-haiku-20240307,speed,HumanEval/144,0.0
claude-3-haiku-20240307,speed,HumanEval/145,0.0
claude-3-haiku-20240307,speed,HumanEval/146,0.9
claude-3-haiku-20240307,speed,HumanEval/147,0.7
claude-3-haiku-20240307,speed,HumanEval/148,0.0
claude-3-haiku-20240307,speed,HumanEval/149,0.9
claude-3-haiku-20240307,speed,HumanEval/15,0.8
claude-3-haiku-20240307,speed,HumanEval/150,0.0
claude-3-haiku-20240307,speed,HumanEval/151,0.7
claude-3-haiku-20240307,speed,HumanEval/152,0.6
claude-3-haiku-20240307,speed,HumanEval/153,0.0
claude-3-haiku-20240307,speed,HumanEval/154,0.0
claude-3-haiku-20240307,speed,HumanEval/155,0.3
claude-3-haiku-20240307,speed,HumanEval/156,0.1
claude-3-haiku-20240307,speed,HumanEval/157,0.8
claude-3-haiku-20240307,speed,HumanEval/158,0.0
claude-3-haiku-20240307,speed,HumanEval/159,0.0
claude-3-haiku-20240307,speed,HumanEval/16,0.0
claude-3-haiku-20240307,speed,HumanEval/160,0.0
claude-3-haiku-20240307,speed,HumanEval/161,0.7
claude-3-haiku-20240307,speed,HumanEval/162,0.3
claude-3-haiku-20240307,speed,HumanEval/163,0.0
claude-3-haiku-20240307,speed,HumanEval/17,0.4
claude-3-haiku-20240307,speed,HumanEval/18,0.0
claude-3-haiku-20240307,speed,HumanEval/19,1.0
claude-3-haiku-20240307,speed,HumanEval/2,0.5
claude-3-haiku-20240307,speed,HumanEval/20,0.2
claude-3-haiku-20240307,speed,HumanEval/21,1.0
claude-3-haiku-20240307,speed,HumanEval/22,1.0
claude-3-haiku-20240307,speed,HumanEval/23,0.0
claude-3-haiku-20240307,speed,HumanEval/24,0.3
claude-3-haiku-20240307,speed,HumanEval/25,0.5
claude-3-haiku-20240307,speed,HumanEval/26,0.0
claude-3-haiku-20240307,speed,HumanEval/27,0.0
claude-3-haiku-20240307,speed,HumanEval/28,0.1
claude-3-haiku-20240307,speed,HumanEval/29,0.1
claude-3-haiku-20240307,speed,HumanEval/3,0.5
claude-3-haiku-20240307,speed,HumanEval/30,0.5
claude-3-haiku-20240307,speed,HumanEval/31,0.6
claude-3-haiku-20240307,speed,HumanEval/32,0.0
claude-3-haiku-20240307,speed,HumanEval/33,0.0
claude-3-haiku-20240307,speed,HumanEval/34,0.2
claude-3-haiku-20240307,speed,HumanEval/35,0.4
claude-3-haiku-20240307,speed,HumanEval/36,0.4
claude-3-haiku-20240307,speed,HumanEval/37,0.0
claude-3-haiku-20240307,speed,HumanEval/38,0.0
claude-3-haiku-20240307,speed,HumanEval/39,0.0
claude-3-haiku-20240307,speed,HumanEval/4,1.0
claude-3-haiku-20240307,speed,HumanEval/40,0.5
claude-3-haiku-20240307,speed,HumanEval/41,0.0
claude-3-haiku-20240307,speed,HumanEval/42,0.4
claude-3-haiku-20240307,speed,HumanEval/43,0.3
claude-3-haiku-20240307,speed,HumanEval/44,0.0
claude-3-haiku-20240307,speed,HumanEval/45,0.3
claude-3-haiku-20240307,speed,HumanEval/46,1.0
claude-3-haiku-20240307,speed,HumanEval/47,0.7
claude-3-haiku-20240307,speed,HumanEval/48,0.0
claude-3-haiku-20240307,speed,HumanEval/49,0.1
claude-3-haiku-20240307,speed,HumanEval/5,0.3
claude-3-haiku-20240307,speed,HumanEval/50,0.8
claude-3-haiku-20240307,speed,HumanEval/51,0.9
claude-3-haiku-20240307,speed,HumanEval/52,0.6
claude-3-haiku-20240307,speed,HumanEval/53,0.4
claude-3-haiku-20240307,speed,HumanEval/54,0.1
claude-3-haiku-20240307,speed,HumanEval/55,0.4
claude-3-haiku-20240307,speed,HumanEval/56,0.0
claude-3-haiku-20240307,speed,HumanEval/57,0.9
claude-3-haiku-20240307,speed,HumanEval/58,1.0
claude-3-haiku-20240307,speed,HumanEval/59,0.9
claude-3-haiku-20240307,speed,HumanEval/6,0.0
claude-3-haiku-20240307,speed,HumanEval/60,0.0
claude-3-haiku-20240307,speed,HumanEval/61,0.1
claude-3-haiku-20240307,speed,HumanEval/62,0.6
claude-3-haiku-20240307,speed,HumanEval/63,0.9
claude-3-haiku-20240307,speed,HumanEval/64,0.4
claude-3-haiku-20240307,speed,HumanEval/65,0.0
claude-3-haiku-20240307,speed,HumanEval/66,0.4
claude-3-haiku-20240307,speed,HumanEval/67,0.0
claude-3-haiku-20240307,speed,HumanEval/68,0.5
claude-3-haiku-20240307,speed,HumanEval/69,0.2
claude-3-haiku-20240307,speed,HumanEval/7,0.5
claude-3-haiku-20240307,speed,HumanEval/70,0.0
claude-3-haiku-20240307,speed,HumanEval/71,0.7
claude-3-haiku-20240307,speed,HumanEval/72,0.1
claude-3-haiku-20240307,speed,HumanEval/73,0.2
claude-3-haiku-20240307,speed,HumanEval/74,0.7
claude-3-haiku-20240307,speed,HumanEval/75,0.0
claude-3-haiku-20240307,speed,HumanEval/76,0.0
claude-3-haiku-20240307,speed,HumanEval/77,0.0
claude-3-haiku-20240307,speed,HumanEval/78,0.8
claude-3-haiku-20240307,speed,HumanEval/79,0.1
claude-3-haiku-20240307,speed,HumanEval/8,0.0
claude-3-haiku-20240307,speed,HumanEval/80,0.1
claude-3-haiku-20240307,speed,HumanEval/81,1.0
claude-3-haiku-20240307,speed,HumanEval/82,0.3
claude-3-haiku-20240307,speed,HumanEval/83,0.0
claude-3-haiku-20240307,speed,HumanEval/84,1.0
claude-3-haiku-20240307,speed,HumanEval/85,0.8
claude-3-haiku-20240307,speed,HumanEval/86,0.6
claude-3-haiku-20240307,speed,HumanEval/87,0.8
claude-3-haiku-20240307,speed,HumanEval/88,0.0
claude-3-haiku-20240307,speed,HumanEval/89,0.0
claude-3-haiku-20240307,speed,HumanEval/9,0.5
claude-3-haiku-20240307,speed,HumanEval/90,0.0
claude-3-haiku-20240307,speed,HumanEval/91,0.1
claude-3-haiku-20240307,speed,HumanEval/92,0.3
claude-3-haiku-20240307,speed,HumanEval/93,0.0
claude-3-haiku-20240307,speed,HumanEval/94,0.9
claude-3-haiku-20240307,speed,HumanEval/95,0.0
claude-3-haiku-20240307,speed,HumanEval/96,0.2
claude-3-haiku-20240307,speed,HumanEval/97,0.0
claude-3-haiku-20240307,speed,HumanEval/98,0.4
claude-3-haiku-20240307,speed,HumanEval/99,0.0
gpt-3.5-turbo,caution,HumanEval/0,0.6
gpt-3.5-turbo,caution,HumanEval/1,0.8
gpt-3.5-turbo,caution,HumanEval/10,0.0
gpt-3.5-turbo,caution,HumanEval/100,0.0
gpt-3.5-turbo,caution,HumanEval/101,0.4
gpt-3.5-turbo,caution,HumanEval/102,0.9
gpt-3.5-turbo,caution,HumanEval/103,0.0
gpt-3.5-turbo,caution,HumanEval/104,0.7
gpt-3.5-turbo,caution,HumanEval/105,1.0
gpt-3.5-turbo,caution,HumanEval/106,0.8
gpt-3.5-turbo,caution,HumanEval/107,0.0
gpt-3.5-turbo,caution,HumanEval/108,0.1
gpt-3.5-turbo,caution,HumanEval/109,1.0
gpt-3.5-turbo,caution,HumanEval/11,1.0
gpt-3.5-turbo,caution,HumanEval/110,0.0
gpt-3.5-turbo,caution,HumanEval/111,0.7
gpt-3.5-turbo,caution,HumanEval/112,1.0
gpt-3.5-turbo,caution,HumanEval/113,0.0
gpt-3.5-turbo,caution,HumanEval/114,1.0
gpt-3.5-turbo,caution,HumanEval/115,0.0
gpt-3.5-turbo,caution,HumanEval/116,1.0
gpt-3.5-turbo,caution,HumanEval/117,1.0
gpt-3.5-turbo,caution,HumanEval/118,0.3
gpt-3.5-turbo,caution,HumanEval/119,0.0
gpt-3.5-turbo,caution,HumanEval/12,0.9
gpt-3.5-turbo,caution,HumanEval/120,0.0
gpt-3.5-turbo,caution,HumanEval/121,0.3
gpt-3.5-turbo,caution,HumanEval/122,0.4
gpt-3.5-turbo,caution,HumanEval/123,0.9
gpt-3.5-turbo,caution,HumanEval/124,1.0
gpt-3.5-turbo,caution,HumanEval/125,0.0
gpt-3.5-turbo,caution,HumanEval/126,0.0
gpt-3.5-turbo,caution,HumanEval/127,0.0
gpt-3.5-turbo,caution,HumanEval/128,0.6
gpt-3.5-turbo,caution,HumanEval/129,0.1
gpt-3.5-turbo,caution,HumanEval/13,0.0
gpt-3.5-turbo,caution,HumanEval/130,0.0
gpt-3.5-turbo,caution,HumanEval/131,0.7
gpt-3.5-turbo,caution,HumanEval/132,0.0
gpt-3.5-turbo,caution,HumanEval/133,0.0
gpt-3.5-turbo,caution,HumanEval/134,0.6
gpt-3.5-turbo,caution,HumanEval/135,0.1
gpt-3.5-turbo,caution,HumanEval/136,1.0
gpt-3.5-turbo,caution,HumanEval/137,0.0
gpt-3.5-turbo,caution,HumanEval/138,0.9
gpt-3.5-turbo,caution,HumanEval/139,1.0
gpt-3.5-turbo,caution,HumanEval/14,0.2
gpt-3.5-turbo,caution,HumanEval/140,0.3
gpt-3.5-turbo,caution,HumanEval/141,0.7
gpt-3.5-turbo,caution,HumanEval/142,0.4
gpt-3.5-turbo,caution,HumanEval/143,0.0
gpt-3.5-turbo,caution,HumanEval/144,1.0
gpt-3.5-turbo,caution,HumanEval/145,0.0
gpt-3.5-turbo,caution,HumanEval/146,1.0
gpt-3.5-turbo,caution,HumanEval/147,0.9
gpt-3.5-turbo,caution,HumanEval/148,1.0
gpt-3.5-turbo,caution,HumanEval/149,1.0
gpt-3.5-turbo,caution,HumanEval/15,1.0
gpt-3.5-turbo,caution,HumanEval/150,0.3
gpt-3.5-turbo,caution,HumanEval/151,0.0
gpt-3.5-turbo,caution,HumanEval/152,1.0
gpt-3.5-turbo,caution,HumanEval/153,0.8
gpt-3.5-turbo,caution,HumanEval/154,0.0
gpt-3.5-turbo,caution,HumanEval/155,0.8
gpt-3.5-turbo,caution,HumanEval/156,1.0
gpt-3.5-turbo,caution,HumanEval/157,1.0
gpt-3.5-turbo,caution,HumanEval/158,1.0
gpt-3.5-turbo,caution,HumanEval/159,0.6
gpt-3.5-turbo,caution,HumanEval/16,0.7
gpt-3.5-turbo,caution,HumanEval/160,0.1
gpt-3.5-turbo,caution,HumanEval/161,0.8
gpt-3.5-turbo,caution,HumanEval/162,0.0
gpt-3.5-turbo,caution,HumanEval/163,0.0
gpt-3.5-turbo,caution,HumanEval/17,1.0
gpt-3.5-turbo,caution,HumanEval/18,1.0
gpt-3.5-turbo,caution,HumanEval/19,0.8
gpt-3.5-turbo,caution,HumanEval/2,1.0
gpt-3.5-turbo,caution,HumanEval/20,1.0
gpt-3.5-turbo,caution,HumanEval/21,0.7
gpt-3.5-turbo,caution,HumanEval/22,0.0
gpt-3.5-turbo,caution,HumanEval/23,1.0
gpt-3.5-turbo,caution,HumanEval/24,1.0
gpt-3.5-turbo,caution,HumanEval/25,0.9
gpt-3.5-turbo,caution,HumanEval/26,0.0
gpt-3.5-turbo,caution,HumanEval/27,0.6
gpt-3.5-turbo,caution,HumanEval/28,0.1
gpt-3.5-turbo,caution,HumanEval/29,0.9
gpt-3.5-turbo,caution,HumanEval/3,0.3
gpt-3.5-turbo,caution,HumanEval/30,0.4
gpt-3.5-turbo,caution,HumanEval/31,1.0
gpt-3.5-turbo,caution,HumanEval/32,0.0
gpt-3.5-turbo,caution,HumanEval/33,0.6
gpt-3.5-turbo,caution,HumanEval/34,1.0
gpt-3.5-turbo,caution,HumanEval/35,1.0
gpt-3.5-turbo,caution,HumanEval/36,0.1
gpt-3.5-turbo,caution,HumanEval/37,0.5
gpt-3.5-turbo,caution,HumanEval/38,0.9
gpt-3.5-turbo,caution,HumanEval/39,0.0
gpt-3.5-turbo,caution,HumanEval/4,0.1
gpt-3.5-turbo,caution,HumanEval/40,1.0
gpt-3.5-turbo,caution,HumanEval/41,0.3
gpt-3.5-turbo,caution,HumanEval/42,0.1
gpt-3.5-turbo,caution,HumanEval/43,1.0
gpt-3.5-turbo,caution,HumanEval/44,1.0
gpt-3.5-turbo,caution,HumanEval/45,1.0
gpt-3.5-turbo,caution,HumanEval/46,0.6
gpt-3.5-turbo,caution,HumanEval/47,0.7
gpt-3.5-turbo,caution,HumanEval/48,1.0
gpt-3.5-turbo,caution,HumanEval/49,1.0
gpt-3.5-turbo,caution,HumanEval/5,0.0
gpt-3.5-turbo,caution,HumanEval/50,0.0
gpt-3.5-turbo,caution,HumanEval/51,1.0
gpt-3.5-turbo,caution,HumanEval/52,1.0
gpt-3.5-turbo,caution,HumanEval/53,1.0
gpt-3.5-turbo,caution,HumanEval/54,0.6
gpt-3.5-turbo,caution,HumanEval/55,0.7
gpt-3.5-turbo,caution,HumanEval/56,1.0
gpt-3.5-turbo,caution,HumanEval/57,0.5
gpt-3.5-turbo,caution,HumanEval/58,1.0
gpt-3.5-turbo,caution,HumanEval/59,1.0
gpt-3.5-turbo,caution,HumanEval/6,0.3
gpt-3.5-turbo,caution,HumanEval/60,0.9
gpt-3.5-turbo,caution,HumanEval/61,0.9
gpt-3.5-turbo,caution,HumanEval/62,0.9
gpt-3.5-turbo,caution,HumanEval/63,1.0
gpt-3.5-turbo,caution,HumanEval/64,0.3
gpt-3.5-turbo,caution,HumanEval/65,0.3
gpt-3.5-turbo,caution,HumanEval/66,0.4
gpt-3.5-turbo,caution,HumanEval/67,0.0
gpt-3.5-turbo,caution,HumanEval/68,0.9
gpt-3.5-turbo,caution,HumanEval/69,0.5
gpt-3.5-turbo,caution,HumanEval/7,0.4
gpt-3.5-turbo,caution,HumanEval/70,1.0
gpt-3.5-turbo,caution,HumanEval/71,1.0
gpt-3.5-turbo,caution,HumanEval/72,1.0
gpt-3.5-turbo,caution,HumanEval/73,0.8
gpt-3.5-turbo,caution,HumanEval/74,0.4
gpt-3.5-turbo,caution,HumanEval/75,0.0
gpt-3.5-turbo,caution,HumanEval/76,0.7
gpt-3.5-turbo,caution,HumanEval/77,0.6
gpt-3.5-turbo,caution,HumanEval/78,0.3
gpt-3.5-turbo,caution,HumanEval/79,1.0
gpt-3.5-turbo,caution,HumanEval/8,0.2
gpt-3.5-turbo,caution,HumanEval/80,0.0
gpt-3.5-turbo,caution,HumanEval/81,0.0
gpt-3.5-turbo,caution,HumanEval/82,0.0
gpt-3.5-turbo,caution,HumanEval/83,0.2
gpt-3.5-turbo,caution,HumanEval/84,0.0
gpt-3.5-turbo,caution,HumanEval/85,0.0
gpt-3.5-turbo,caution,HumanEval/86,0.0
gpt-3.5-turbo,caution,HumanEval/87,0.1
gpt-3.5-turbo,caution,HumanEval/88,0.0
gpt-3.5-turbo,caution,HumanEval/89,0.2
gpt-3.5-turbo,caution,HumanEval/9,0.9
gpt-3.5-turbo,caution,HumanEval/90,0.0
gpt-3.5-turbo,caution,HumanEval/91,0.2
gpt-3.5-turbo,caution,HumanEval/92,1.0
gpt-3.5-turbo,caution,HumanEval/93,0.1
gpt-3.5-turbo,caution,HumanEval/94,0.1
gpt-3.5-turbo,caution,HumanEval/95,0.1
gpt-3.5-turbo,caution,HumanEval/96,0.0
gpt-3.5-turbo,caution,HumanEval/97,0.0
gpt-3.5-turbo,caution,HumanEval/98,1.0
gpt-3.5-turbo,caution,HumanEval/99,0.5
gpt-3.5-turbo,neutral,HumanEval/0,1.0
gpt-3.5-turbo,neutral,HumanEval/1,0.4
gpt-3.5-turbo,neutral,HumanEval/10,0.0
gpt-3.5-turbo,neutral,HumanEval/100,0.3
gpt-3.5-turbo,neutral,HumanEval/101,1.0
gpt-3.5-turbo,neutral,HumanEval/102,0.3
gpt-3.5-turbo,neutral,HumanEval/103,0.8
gpt-3.5-turbo,neutral,HumanEval/104,1.0
gpt-3.5-turbo,neutral,HumanEval/105,1.0
gpt-3.5-turbo,neutral,HumanEval/106,0.8
gpt-3.5-turbo,neutral,HumanEval/107,1.0
gpt-3.5-turbo,neutral,HumanEval/108,0.1
gpt-3.5-turbo,neutral,HumanEval/109,0.9
gpt-3.5-turbo,neutral,HumanEval/11,1.0
gpt-3.5-turbo,neutral,HumanEval/110,0.0
gpt-3.5-turbo,neutral,HumanEval/111,0.0
gpt-3.5-turbo,neutral,HumanEval/112,0.7
gpt-3.5-turbo,neutral,HumanEval/113,0.3
gpt-3.5-turbo,neutral,HumanEval/114,0.3
gpt-3.5-turbo,neutral,HumanEval/115,0.0
gpt-3.5-turbo,neutral,HumanEval/116,1.0
gpt-3.5-turbo,neutral,HumanEval/117,1.0
gpt-3.5-turbo,neutral,HumanEval/118,0.7
gpt-3.5-turbo,neutral,HumanEval/119,0.0
gpt-3.5-turbo,neutral,HumanEval/12,1.0
gpt-3.5-turbo,neutral,HumanEval/120,0.0
gpt-3.5-turbo,neutral,HumanEval/121,0.3
gpt-3.5-turbo,neutral,HumanEval/122,0.4
gpt-3.5-turbo,neutral,HumanEval/123,0.8
gpt-3.5-turbo,neutral,HumanEval/124,1.0
gpt-3.5-turbo,neutral,HumanEval/125,0.0
gpt-3.5-turbo,neutral,HumanEval/126,0.0
gpt-3.5-turbo,neutral,HumanEval/127,0.0
gpt-3.5-turbo,neutral,HumanEval/128,0.6
gpt-3.5-turbo,neutral,HumanEval/129,0.3
gpt-3.5-turbo,neutral,HumanEval/13,0.2
gpt-3.5-turbo,neutral,HumanEval/130,0.0
gpt-3.5-turbo,neutral,HumanEval/131,0.2
gpt-3.5-turbo,neutral,HumanEval/132,0.0
gpt-3.5-turbo,neutral,HumanEval/133,0.0
gpt-3.5-turbo,neutral,HumanEval/134,0.5
gpt-3.5-turbo,neutral,HumanEval/135,0.0
gpt-3.5-turbo,neutral,HumanEval/136,1.0
gpt-3.5-turbo,neutral,HumanEval/137,0.2
gpt-3.5-turbo,neutral,HumanEval/138,0.2
gpt-3.5-turbo,neutral,HumanEval/139,1.0
gpt-3.5-turbo,neutral,HumanEval/14,1.0
gpt-3.5-turbo,neutral,HumanEval/140,0.0
gpt-3.5-turbo,neutral,HumanEval/141,0.6
gpt-3.5-turbo,neutral,HumanEval/142,1.0
gpt-3.5-turbo,neutral,HumanEval/143,1.0
gpt-3.5-turbo,neutral,HumanEval/144,1.0
gpt-3.5-turbo,neutral,HumanEval/145,0.0
gpt-3.5-turbo,neutral,HumanEval/146,1.0
gpt-3.5-turbo,neutral,HumanEval/147,0.9
gpt-3.5-turbo,neutral,HumanEval/148,0.9
gpt-3.5-turbo,neutral,HumanEval/149,1.0
gpt-3.5-turbo,neutral,HumanEval/15,1.0
gpt-3.5-turbo,neutral,HumanEval/150,0.9
gpt-3.5-turbo,neutral,HumanEval/151,0.0
gpt-3.5-turbo,neutral,HumanEval/152,1.0
gpt-3.5-turbo,neutral,HumanEval/153,1.0
gpt-3.5-turbo,neutral,HumanEval/154,1.0
gpt-3.5-turbo,neutral,HumanEval/155,0.5
gpt-3.5-turbo,neutral,HumanEval/156,1.0
gpt-3.5-turbo,neutral,HumanEval/157,1.0
gpt-3.5-turbo,neutral,HumanEval/158,1.0
gpt-3.5-turbo,neutral,HumanEval/159,0.1
gpt-3.5-turbo,neutral,HumanEval/16,0.9
gpt-3.5-turbo,neutral,HumanEval/160,0.8
gpt-3.5-turbo,neutral,HumanEval/161,1.0
gpt-3.5-turbo,neutral,HumanEval/162,1.0
gpt-3.5-turbo,neutral,HumanEval/163,0.0
gpt-3.5-turbo,neutral,HumanEval/17,1.0
gpt-3.5-turbo,neutral,HumanEval/18,1.0
gpt-3.5-turbo,neutral,HumanEval/19,0.6
gpt-3.5-turbo,neutral,HumanEval/2,1.0
gpt-3.5-turbo,neutral,HumanEval/20,1.0
gpt-3.5-turbo,neutral,HumanEval/21,1.0
gpt-3.5-turbo,neutral,HumanEval/22,1.0
gpt-3.5-turbo,neutral,HumanEval/23,0.0
gpt-3.5-turbo,neutral,HumanEval/24,0.2
gpt-3.5-turbo,neutral,HumanEval/25,1.0
gpt-3.5-turbo,neutral,HumanEval/26,0.6
gpt-3.5-turbo,neutral,HumanEval/27,0.0
gpt-3.5-turbo,neutral,HumanEval/28,1.0
gpt-3.5-turbo,neutral,HumanEval/29,0.2
gpt-3.5-turbo,neutral,HumanEval/3,1.0
gpt-3.5-turbo,neutral,HumanEval/30,0.9
gpt-3.5-turbo,neutral,HumanEval/31,1.0
gpt-3.5-turbo,neutral,HumanEval/32,0.1
gpt-3.5-turbo,neutral,HumanEval/33,0.2
gpt-3.5-turbo,neutral,HumanEval/34,1.0
gpt-3.5-turbo,neutral,HumanEval/35,1.0
gpt-3.5-turbo,neutral,HumanEval/36,0.0
gpt-3.5-turbo,neutral,HumanEval/37,0.0
gpt-3.5-turbo,neutral,HumanEval/38,1.0
gpt-3.5-turbo,neutral,HumanEval/39,0.7
gpt-3.5-turbo,neutral,HumanEval/4,1.0
gpt-3.5-turbo,neutral,HumanEval/40,1.0
gpt-3.5-turbo,neutral,HumanEval/41,0.0
gpt-3.5-turbo,neutral,HumanEval/42,1.0
gpt-3.5-turbo,neutral,HumanEval/43,0.6
gpt-3.5-turbo,neutral,HumanEval/44,0.2
gpt-3.5-turbo,neutral,HumanEval/45,1.0
gpt-3.5-turbo,neutral,HumanEval/46,0.7
gpt-3.5-turbo,neutral,HumanEval/47,0.1
gpt-3.5-turbo,neutral,HumanEval/48,0.7
gpt-3.5-turbo,neutral,HumanEval/49,1.0
gpt-3.5-turbo,neutral,HumanEval/5,0.5
gpt-3.5-turbo,neutral,HumanEval/50,0.0
gpt-3.5-turbo,neutral,HumanEval/51,1.0
gpt-3.5-turbo,neutral,HumanEval/52,1.0
gpt-3.5-turbo,neutral,HumanEval/53,1.0
gpt-3.5-turbo,neutral,HumanEval/54,0.0
gpt-3.5-turbo,neutral,HumanEval/55,0.9
gpt-3.5-turbo,neutral,HumanEval/56,1.0
gpt-3.5-turbo,neutral,HumanEval/57,0.7
gpt-3.5-turbo,neutral,HumanEval/58,0.9
gpt-3.5-turbo,neutral,HumanEval/59,1.0
gpt-3.5-turbo,neutral,HumanEval/6,0.0
gpt-3.5-turbo,neutral,HumanEval/60,1.0
gpt-3.5-turbo,neutral,HumanEval/61,1.0
gpt-3.5-turbo,neutral,HumanEval/62,1.0
gpt-3.5-turbo,neutral,HumanEval/63,0.2
gpt-3.5-turbo,neutral,HumanEval/64,0.9
gpt-3.5-turbo,neutral,HumanEval/65,0.3
gpt-3.5-turbo,neutral,HumanEval/66,0.6
gpt-3.5-turbo,neutral,HumanEval/67,0.6
gpt-3.5-turbo,neutral,HumanEval/68,1.0
gpt-3.5-turbo,neutral,HumanEval/69,0.5
gpt-3.5-turbo,neutral,HumanEval/7,1.0
gpt-3.5-turbo,neutral,HumanEval/70,1.0
gpt-3.5-turbo,neutral,HumanEval/71,1.0
gpt-3.5-turbo,neutral,HumanEval/72,1.0
gpt-3.5-turbo,neutral,HumanEval/73,0.3
gpt-3.5-turbo,neutral,HumanEval/74,1.0
gpt-3.5-turbo,neutral,HumanEval/75,0.6
gpt-3.5-turbo,neutral,HumanEval/76,0.5
gpt-3.5-turbo,neutral,HumanEval/77,0.6
gpt-3.5-turbo,neutral,HumanEval/78,0.8
gpt-3.5-turbo,neutral,HumanEval/79,0.0
gpt-3.5-turbo,neutral,HumanEval/8,1.0
gpt-3.5-turbo,neutral,HumanEval/80,1.0
gpt-3.5-turbo,neutral,HumanEval/81,0.0
gpt-3.5-turbo,neutral,HumanEval/82,0.1
gpt-3.5-turbo,neutral,HumanEval/83,0.0
gpt-3.5-turbo,neutral,HumanEval/84,0.0
gpt-3.5-turbo,neutral,HumanEval/85,0.0
gpt-3.5-turbo,neutral,HumanEval/86,0.0
gpt-3.5-turbo,neutral,HumanEval/87,0.0
gpt-3.5-turbo,neutral,HumanEval/88,0.0
gpt-3.5-turbo,neutral,HumanEval/89,0.0
gpt-3.5-turbo,neutral,HumanEval/9,1.0
gpt-3.5-turbo,neutral,HumanEval/90,0.0
gpt-3.5-turbo,neutral,HumanEval/91,0.0
gpt-3.5-turbo,neutral,HumanEval/92,1.0
gpt-3.5-turbo,neutral,HumanEval/93,0.0
gpt-3.5-turbo,neutral,HumanEval/94,1.0
gpt-3.5-turbo,neutral,HumanEval/95,0.1
gpt-3.5-turbo,neutral,HumanEval/96,0.0
gpt-3.5-turbo,neutral,HumanEval/97,1.0
gpt-3.5-turbo,neutral,HumanEval/98,0.8
gpt-3.5-turbo,neutral,HumanEval/99,0.4
gpt-3.5-turbo,reputation,HumanEval/0,1.0
gpt-3.5-turbo,reputation,HumanEval/1,0.2
gpt-3.5-turbo,reputation,HumanEval/10,0.0
gpt-3.5-turbo,reputation,HumanEval/100,0.0
gpt-3.5-turbo,reputation,HumanEval/101,0.9
gpt-3.5-turbo,reputation,HumanEval/102,1.0
gpt-3.5-turbo,reputation,HumanEval/103,0.7
gpt-3.5-turbo,reputation,HumanEval/104,0.9
